i,year,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
4,2016,-0.12733557171798812,-0.28044418171470675,-0.37942483520031767,-0.26708612857176905,0.43580943623028245,-0.18107813188985536,2.076735345822779,3.9250076069243907,0.1272967488800566,-0.29610809852912373,-0.2765799343572025,0.6371117553314999,9.146096848593409,0.6003659541379874,-0.41280587130539714,-0.20641483305573885,-0.24626450276322673,-0.18616297420527553,-0.6101127400714857,-0.3546445436256481,-0.5553747548618936,-0.38730945494356867,-0.2896114959085303,-0.20228387119245322,0.26138846029956875,-0.3666919689451004,-0.39600338922228534,-0.2450450963324162,-0.3258946955194864,-0.39478423165423115,-0.2290016229821249,-0.6225288980587926,-0.267915180426574,-0.5246466143553419,-0.312999277439986,-0.28010600280504816,-0.2477021894590044,-0.34424154151543607,-0.735036091056956,-0.3846263253470507,1.2664640976893091,-0.3958394918254888,2.1082392059827524,-0.26575464494400436,-0.08494445293128274,-0.26976469364789446,-0.18574220204872888,-0.4576771904716369,-0.11476153237574946,1.6737133367573522,0.742279756152767,2.1647703039600534,-0.15873430671888017,-0.1792469945849472,-0.20620195774666866,-0.44779751324606876,1.1500391662049294,-0.19049835926178782,-0.07835088969505746,-0.34581598002219655,-0.2973697792504932,-0.3940008895265737,-0.2657950719874018,-0.3224590564285812,-0.3593639483923099,-0.18966023867018741,-0.11450810248045216,-0.18493341294892515,-0.38676646293573863,-0.5792881356124057,1.1395162324335788,0.03952564171350004,-0.5099976080976865,-0.24056178192854089,-0.14541041259409201,-0.3164340039980929,-0.3289914464424936,-0.1165871012872734,-0.11650374398747103,-0.1176567041508583,-0.30686071566965634,-0.3185213287246472,-0.6411735115880792,-0.5585679820510263,-0.1998825691968487,-0.4934793086028339,-0.21034696310548456,-0.2861274583535317,-0.451908225766007,-0.18265080455586144,-0.20100216168579918,-0.11871860116388207,-0.4946412541789558,-0.2459902162811865,-0.6637097668104629,-0.11005576887815696
4,2017,-0.0920863098024721,-0.2622059338150334,-0.37955338751023454,-0.2619456345507125,1.4993209307304491,-0.18063014345059408,2.634777854593978,4.960941303861007,0.2778744741772799,-0.2893452278678129,-0.2844748225559453,0.5301856352243806,13.208370659501862,1.2791894709131932,-0.40974324305756576,-0.20645445489785919,-0.24600835330499607,-0.18609947136466964,-0.6289680390675708,-0.23458203136399738,-0.5485417551156953,-0.38740013537815693,-0.2936512721160047,-0.20764290370565625,0.5119343898585103,-0.36619658779748276,-0.36457054746739825,-0.24530408801655246,-0.40129066536809066,-0.3922750800374997,-0.2289359157189022,-0.6267235516334109,-0.2383372671582781,-0.5318378238638681,-0.30878484732450373,-0.28010600280504816,-0.24963084217751685,-0.34870822582757954,-0.7707822823716116,-0.35532260652473585,1.0631462031877743,-0.3721625041564226,2.0664473684893774,-0.28891600848951315,-0.0836772409426811,-0.08811570316846346,-0.18796556301267628,-0.48726143025075247,-0.16343688468042172,0.19913621005399745,0.8771434922858729,1.6775398391351195,-0.16524810758790706,-0.13302261604329899,-0.2114092075249945,-0.4463897740440191,1.1960605935829232,-0.2051131085854884,0.4600725932191067,-0.34581598002219655,-0.2772479345893784,-0.3950993119066744,-0.25402744869121274,-0.2689690114890641,-0.3397322368350698,-0.1861612696832365,-0.11081176556494439,-0.19432220776280462,-0.397193648531497,-0.5715858533081178,0.08467826921840424,0.2279144559048937,-0.5224214459382557,-0.23985460347394358,-0.14525672481818208,-0.31571303802955625,-0.3289914464424936,-0.2643052423071894,-0.12044584823863813,-0.1176567041508583,-0.30240721740302295,-0.31942149675081866,-0.6075943868917437,-0.541921367549478,-0.15430417858822648,-0.5187413555759708,-0.19027950956606388,-0.2860841913040609,-0.3717092590137246,-0.1808548647737369,-0.2089667206236735,-0.11871860116388207,-0.4967003930716996,-0.2478863064083228,-0.6320465047258627,-0.10825840625482601
4,2018,-0.08990457477610292,-0.2819000873510994,-0.3795297809624424,-0.2669950857331116,1.5070483299879414,-0.14669381076120136,3.2544092753140346,5.13718793593117,0.217831928509674,-0.27998907402195805,-0.28370462678253194,0.6516690518879475,11.528057301307946,0.3182276731529933,-0.4082084433162416,-0.20645445489785919,-0.2466321325658383,-0.12178233383957814,-0.6526765107913847,-0.22045542064110538,-0.5672950877070162,-0.3848318830719878,-0.2938785087222947,-0.20635090136626255,0.41825656563010283,-0.36584000915493337,-0.32959856016127287,-0.24525218976130264,-0.40312159473058434,-0.39244236197009763,-0.22881498780523202,-0.6170829666317734,-0.26253377809969963,-0.5346961369902475,-0.24616737331238417,-0.28010600280504816,-0.24963084217751685,-0.3187702564888345,-0.5876564515202395,-0.3727040730820199,1.3008008518810288,-0.399948126709099,1.1865956891996985,-0.2875882470831209,-0.08494445293128274,0.003040367562242169,-0.09796676751305924,-0.456649430575615,-0.1669112410009678,-0.12303971687430146,0.4875599945652253,1.2304350033911997,-0.17029860158089544,-0.16727776811680745,-0.20836261808442852,-0.47060638872120414,1.1499415546607248,0.0269009048801174,0.6550896804621481,-0.31135997370233437,-0.2971497840963859,-0.3947734789437667,-0.26378735835391204,-0.30506802410615474,-0.3505377795285176,-0.18966023867018741,-0.11424511637508045,-0.19604195522470608,-0.40313419060042227,-0.5765352495310195,0.02287776874957161,0.15518994943297887,-0.5257708198961165,-0.22900827789358422,-0.14541041259409201,-0.3124443272424181,0.7704157473797756,-0.26248455549970073,-0.12044584823863813,-0.11746032046138179,-0.3294984981174346,-0.30733554030713994,-0.6188606785633477,-0.569092975139297,-0.22676732153550203,-0.5251050341182911,-0.182786399418945,-0.2863262684879296,-0.4120646911987767,-0.1828691236060803,-0.2077496203797515,-0.10583227423065887,-0.49407366800063773,-0.24595669690408375,-0.6614890957334385,0.06835696694530911
8,2016,-0.12185975766296196,-0.23296362602995185,-0.31103191769556365,-0.2345709663803859,0.27291155522246363,-0.13385254277036687,0.29677645270606334,-0.19400606360339467,-0.25149260964889064,-0.2937126778441105,-0.2801180374518125,0.15637563324155854,-0.14501485863371485,-0.10191294595071218,-0.37469160038971866,0.23121126396728459,-0.23862061199015186,-0.17860907759576103,0.08844399770700564,-0.2359907629488675,-0.457739723359604,-0.2604234528424191,-0.2895276756179674,-0.07438989525534127,0.07437956883229155,0.3157475583208885,-0.11623329961510215,-0.23055470757175708,-0.29078787768648123,-0.3401965962487874,-0.22753150115808435,-0.09663575375704475,-0.2395410375355092,-0.4795988850776044,-0.24389195573432038,1.0731767650168347,-0.24875895415908705,-0.20158529953812238,-0.5141438125139851,-0.3021409044817801,0.9499160676477699,0.2448338424207699,-0.13886493444541964,-0.17260470123696606,-0.08494445293128274,-0.11521710419273892,-0.15968708847984128,1.0919590174676872,-0.07426453705654236,-0.16958188832205157,-0.15951858148959763,-0.2778896244075849,-0.17029860158089544,-0.1850037638447862,-0.20560244390229954,-0.39087063450896165,-0.13593039816996785,-0.03714181790549568,-0.2237069474879691,-0.22970661487897195,0.990364743273146,2.0285863908767228,0.5106404019521692,11.050876777618683,3.9948904226286555,-0.15811537496803818,-0.11392714286810371,-0.010774745193095795,0.6418083348837654,-0.20292498370461187,-0.49451559505510023,0.30163671245296253,0.34686957412050395,-0.1684950194563766,-0.1448943112276512,0.20203769977307906,0.48039318618295485,-0.23834327371755232,-0.1055267189737632,-0.1176567041508583,-0.21903338580518944,2.1748457454947703,-0.5192372031130026,-0.3114026131041016,-0.22726042251520853,-0.2534861918666716,-0.21304933682651767,-0.2854590822933817,-0.37202748295609,-0.18114772476999855,-0.19882162092505767,-0.10387161866504735,0.23325923389343556,0.010018841314768292,0.17783787609797613,-0.13402068973719455
8,2017,-0.12078407482193108,-0.23623770329426969,-0.30336651085082633,-0.23644539189869984,0.2374044114341021,-0.14263264199422634,0.4884001760464997,-0.21281435188922465,-0.2531386343222516,-0.2936561680630104,-0.281258378194526,0.04832856702297764,-0.15377562266502595,-0.11906532389559182,-0.40168864337775256,0.34735200026730284,-0.24555759797989865,-0.17864873352111243,-0.04458175108389399,-0.19130846046182218,-0.46322821725357505,-0.29753080032954193,-0.28971806604822065,-0.20063940632397478,0.10156213508086666,0.38488147890471686,-0.3247237359502501,-0.23107088008767798,-0.35047667277031586,-0.34593045138823203,-0.22898074888472514,-0.0873798020734219,-0.2090889114356676,-0.501468191735087,-0.24536431824217747,0.6133354972532379,-0.23560364015397436,-0.24096277382307466,-0.4652053436435965,-0.301899354307539,0.8926640656944617,0.2134075428445564,-0.18411592836659507,-0.17065825440455706,-0.08405322000403856,-0.24298295947589144,-0.15095423683456308,0.9875476752344409,-0.03838791047535914,-0.16958188832205157,-0.1791292133660438,-0.2772115308851659,-0.17029860158089544,-0.18700799346507832,-0.20177506704387202,-0.3899045183611046,-0.13366082126536097,-0.03754218140951064,0.044260652189275475,-0.23294597614416857,1.0751652904975257,2.0424971219838253,0.3054256290712637,11.42750105967818,3.930159895609949,-0.08320760304078607,-0.11437367234935909,-0.005600381812238698,0.6875605964059504,-0.206770267747669,-0.49590965212029375,0.8088284169723571,0.04381981358016378,-0.13274692063009985,-0.14541041259409201,0.282505180304982,0.3165968889495294,-0.25137369974337403,-0.12044584823863813,-0.1170929624915845,-0.21714827302377762,2.661272600510133,-0.5320741502993409,-0.22972404590257786,-0.23012443346598022,-0.30090119326578235,-0.21536767477730714,-0.2858073695325055,-0.3849105655205948,-0.1821877224446901,-0.20220746153803923,-0.08197519357090857,0.2859348740438954,-0.060063157134275305,0.1766732946537861,-0.1377516371350863
8,2018,-0.12217883564653977,-0.23521186711778183,-0.290203960806047,-0.2443855227674732,0.13322926614371647,-0.13151188339633726,0.4938110241847526,-0.21503393323047343,-0.25151186730757336,-0.2982439571319632,-0.28191552368957934,0.054447443211306436,-0.16006649241711504,-0.14746420042811972,-0.3920266493816899,0.3105037322561404,-0.2481208897426917,-0.18331454846261397,-0.11941654168118217,-0.17671600359654482,-0.4366615204334346,-0.3033959048323957,-0.29186283450263434,-0.18893471612207804,0.07835291001054114,-0.011739583068917548,-0.18791709873582488,-0.2328162706276944,-0.4017493513370688,-0.37430814797461626,-0.1396120605064904,-0.20741955099818923,-0.1002604566973538,-0.46314512756475645,-0.24594180451411424,0.8579828131588239,-0.22803004955536474,-0.21878848235099763,-0.46658802129245824,-0.27315932294186873,0.7676823655658043,0.30447580757745923,-0.17008150280082332,-0.15418730569739109,-0.08494445293128274,-0.21574924265544948,-0.16327021466926686,1.0848283467901145,-0.0739483942880311,-0.16721893308440702,-0.2069039025587176,-0.2773067839684804,-0.16845548893204357,-0.18614010881238338,-0.20054356835106182,-0.3421758334117171,-0.13498029590709054,-0.1040866997790692,-0.35494634673376635,-0.23499686357795466,1.1379765483243864,2.1202133046840905,0.2989055392718325,11.507336537613618,3.5654054703818807,-0.1663274027299857,-0.1139635530698752,0.009764429077673263,0.39200784990717474,-0.26943871851642315,-0.4969683471076672,0.6547386217942868,0.04805351488709396,-0.14829108504329797,-0.1451853429657038,0.24305808190869768,0.4926418604142724,-0.23376421671071632,-0.12044584823863813,-0.11731351646287325,-0.2047484276923809,2.7751682394445787,-0.5369105603043101,-0.22571496892072923,-0.21540079370730272,-0.3408504215823012,-0.22639870577290278,-0.2859244066559842,-0.3266773428306907,-0.18170410061881037,-0.2081908389849616,-0.11558729502245246,0.3293352527187766,-0.11594819167473625,0.16183715793371653,-0.12807026280783712
12,2016,-0.13142143671729709,-0.2821752734497,-0.37673668011480993,-0.26894208482500503,-0.24836700009472606,-0.18262157062708773,-0.3306337719688637,-0.3064808422605898,-0.2790947690980285,-0.29857875714696347,-0.2625210543659194,-0.30975055421169423,-0.1656565845723098,-0.22222863962170397,-0.39291288485891795,-0.20602885270028484,0.04730880839534426,-0.18015845413185885,-0.5956340990088538,-0.4090322225301287,-0.5643041760431056,-0.3806547243600495,-0.29362973281029064,-0.21149661692034236,-0.15564553165044626,-0.365141742269575,3.1238093229991457,0.09697631297784376,-0.27767104475285165,-0.39373827384585647,0.263774051837826,-0.6349163840313895,-0.29598937869714226,-0.5386376666534395,-0.312999277439986,-0.28010600280504816,-0.24850831291691367,-0.3429212128830329,-0.8231392874713748,-0.3859972365470504,-0.32659022810461374,-0.43801659716108643,-0.21904228727524333,-0.2903169866833348,-0.012634563951431846,-0.27853174918865875,-0.1685681795295697,-0.48015915067248327,-0.16830705981629626,-0.16795575485715286,-0.20701627144697687,-0.28217873662278414,-0.17029860158089544,-0.19793758108055767,-0.2091665379045426,-0.4487426049478152,-0.13763037557566057,-0.20177363772181117,-0.5232977331814374,-0.34581598002219655,-0.30159324756649697,-0.4000702404528331,-0.2815200401381314,-0.32557351312732136,-0.36545747685753366,-0.18966023867018741,-0.11450810248045216,-0.1851064601114876,-0.4007944650199782,-0.4319762999701063,-0.5126609561755914,-0.3824411528225186,-0.5305900849923506,-0.24059489493404165,-0.14541041259409201,-0.32250074928875927,-0.3288026388547168,-0.25143280477716723,-0.1203155939240401,-0.1176567041508583,-0.3369415121073289,-0.3295109074897661,-0.6762166591025716,-0.602118156872418,-0.2279501227150975,-0.5432540010230836,-0.22284332428948003,-0.28613515319629146,-0.46084093758366457,-0.18311218060549694,-0.21164056121224745,-0.11864047427594267,-0.4978454453155188,-0.2497392298387616,-0.6190067501702816,-0.15302038534030088
12,2017,-0.13156912151928027,-0.28149218760454076,-0.37673200042449534,-0.2689212424593474,-0.2483416024373205,-0.18211671283199593,-0.3301507521238489,-0.30303729560728765,-0.2791009678916257,-0.2985839048828425,-0.2834551499601045,-0.31137291708483067,-0.16567345041188503,-0.2221916909285642,-0.394412201600488,-0.2058936911197132,-0.014292649685457319,-0.18154039447213813,-0.5926692387675427,-0.4127518308843746,-0.5645406941183243,-0.3771798907425141,-0.29368138458753607,-0.21146865990977368,-0.17028512640002172,-0.36518859013346827,3.166604377985794,0.061149671926893516,-0.3190989360877076,-0.3953257978574431,0.06643461727392429,-0.6349933186159606,-0.2961388778877123,-0.5412530610906087,-0.31204225789467205,-0.28010600280504816,-0.24950499442487653,-0.3462002505992023,-0.8257550435422909,-0.3857913065808628,-0.3289558338075507,-0.4388658796739111,-0.21904228727524333,-0.2903120916241265,0.025945241720051204,-0.2783092571091331,-0.1590980372510121,-0.4753424837847068,-0.16851926969695702,-0.16958188832205157,-0.20399331055407477,-0.28218081321616306,-0.17029860158089544,-0.19751869365750221,-0.20627314988424209,-0.4762382302991954,-0.13721538927267804,-0.20409841514349183,-0.5232625924330218,-0.34581598002219655,-0.30165061011983746,-0.4000876630775176,-0.281158636404131,-0.32549710898567524,-0.3691042428261504,-0.18966023867018741,-0.11448420692466596,-0.18441297218410577,-0.4022883032404258,-0.3672495701902098,-0.5147513942093774,-0.3762132611199613,-0.5214319836863441,-0.24036194317536838,-0.14541041259409201,-0.32230233668933306,-0.3233050073078135,-0.2632702667709593,-0.12043192733980573,-0.1176567041508583,-0.3382116983080167,-0.3286660542190221,-0.6749333837807232,-0.6178032915925522,-0.22980893720930043,-0.543497827837673,-0.2240958771788025,-0.27999518640640875,-0.461542573657456,-0.18292573613101282,-0.2115845418080405,-0.11841865154877326,-0.49750897120496157,-0.24988516340039305,-0.6221067164238566,-0.15308227184905832
12,2018,-0.13158623498715702,-0.28230905258539096,-0.37555961504686197,-0.26898541938230836,-0.24839191983643225,-0.18268896012810154,-0.33394310865584487,-0.28925377168287963,-0.2790832169431,-0.29861804111959417,-0.2843502339414201,-0.31275978451301617,-0.16609432409137512,-0.2220652094320894,-0.4119864496082857,-0.20645195007864484,-0.16253054514923956,-0.18061687263666823,-0.6422776547036823,-0.41603486640261206,-0.5652102646150937,-0.38268120034239184,-0.29258825689833756,-0.21150994463971196,-0.17166200709500226,-0.3649449970577771,3.1265393936379,0.09316622322031416,-0.3704816895399947,-0.39603213204930554,0.5253167078588378,-0.6352780022990127,-0.29709734314521247,-0.5419325299551462,-0.3120559041340499,-0.2778783794892919,-0.24859967784972598,-0.34926121209876737,-0.8259798219243387,-0.3862900403393761,-0.3528431936447967,-0.43872351619408156,-0.21904228727524333,-0.29033542365389015,0.1036876258362696,-0.2784179085739742,-0.17749143404008383,-0.48583553137838253,-0.16828554466575574,-0.16958188832205157,-0.18753178462989992,-0.2799971303074224,-0.17029860158089544,-0.19640487714108015,-0.21137617653133087,-0.47897566494085786,-0.1375557261354905,-0.2087137164014274,-0.5232977331814374,-0.34581598002219655,-0.3016540187653202,-0.400120725366283,-0.28138586345034494,-0.325636698450522,-0.3685663076581767,-0.18966023867018741,-0.11449817836037883,-0.19714156916958903,-0.40247345221605163,-0.36712532660834346,-0.5140030324415539,-0.36048057642530484,-0.5174032713110779,-0.24047523861032538,-0.14537103132598883,-0.322335194115442,-0.2946942118596989,-0.24990485035238175,-0.12044584823863813,-0.11745752262763905,-0.3419155199440215,-0.32912811962497507,-0.667764639496721,-0.6137867760185696,-0.22534702985659016,-0.5430826347574941,-0.2238499797165668,-0.2850792813251604,-0.46110344130557157,-0.18307139932652755,-0.21160944527479883,-0.11871860116388207,-0.49748119366419696,-0.24990086418706267,-0.6465337416022191,-0.15339911690747038
